
|Genbank ID|ST|cpn60|fusA|gltA|pyrG|recA|rplB|rpoB|
|GCA_002145195.1_ASM214519v1|2|2|2|2|2|2|2|2|
|GCA_002145255.1_ASM214525v1|85|5|2|4|1|3|3|4|
|GCA_002145295.1_ASM214529v1|-|3|1|5|26|6|1|16|
|GCA_002145375.1_ASM214537v1|10|1|3|2|1|4|4|4|
|GCA_002145395.1_ASM214539v1|505|13|1|7|3|6|1|16|
|GCA_002145435.1_ASM214543v1|2|2|2|2|2|2|2|2|
|GCA_002148725.1_ASM214872v1|2|2|2|2|2|2|2|2|
|GCA_002148735.1_ASM214873v1|11|1|2|6|2|3|4|4|
|GCA_002148745.1_ASM214874v1|1165|3|67|154|2|11|1|8|
|GCA_002150405.1_ASM215040v1|3|3|3|2|2|3|1|3|
|GCA_002150485.1_ASM215048v1|1|1|1|1|1|5|1|1|
|GCA_002154155.1_ASM215415v1|187|2|2|2|2|2|2|43|
|GCA_002154215.1_ASM215421v1|2|2|2|2|2|2|2|2|
|GCA_002182345.1_ASM218234v1|79|26|2|2|2|29|4|5|
|GCA_002182365.1_ASM218236v1|2|2|2|2|2|2|2|2|
|GCA_002182385.1_ASM218238v1|2|2|2|2|2|2|2|2|
|GCA_002182405.1_ASM218240v1|10|1|3|2|1|4|4|4|
|GCA_002182425.1_ASM218242v1|2|2|2|2|2|2|2|2|
|GCA_002182445.1_ASM218244v1|2|2|2|2|2|2|2|2|
|GCA_002182465.1_ASM218246v1|221|3|1|2|1|18|1|48|
|GCA_002182485.1_ASM218248v1|1088|1|1|1|2|65|1|4|
|GCA_002182505.1_ASM218250v1|2|2|2|2|2|2|2|2|
|GCA_002182545.1_ASM218254v1|2|2|2|2|2|2|2|2|
|GCA_002182605.1_ASM218260v1|2|2|2|2|2|2|2|2|
|GCA_002182615.1_ASM218261v1|2|2|2|2|2|2|2|2|
|GCA_002182625.1_ASM218262v1|2|2|2|2|2|2|2|2|
|GCA_002182645.1_ASM218264v1|2|2|2|2|2|2|2|2|
|GCA_002182685.1_ASM218268v1|79|26|2|2|2|29|4|5|
|GCA_002182695.1_ASM218269v1|2|2|2|2|2|2|2|2|
|GCA_002182705.1_ASM218270v1|2|2|2|2|2|2|2|2|
|GCA_002182725.1_ASM218272v1|2|2|2|2|2|2|2|2|
|GCA_002182765.1_ASM218276v1|2|2|2|2|2|2|2|2|
|GCA_002182785.1_ASM218278v1|2|2|2|2|2|2|2|2|
|GCA_002182795.1_ASM218279v1|2|2|2|2|2|2|2|2|
|GCA_002182805.1_ASM218280v1|2|2|2|2|2|2|2|2|
|GCA_002182845.1_ASM218284v1|2|2|2|2|2|2|2|2|
|GCA_002182865.1_ASM218286v1|-|2|2|2|~2|2|2|2|
|GCA_002182875.1_ASM218287v1|2|2|2|2|2|2|2|2|
|GCA_002182895.1_ASM218289v1|2|2|2|2|2|2|2|2|
|GCA_002182925.1_ASM218292v1|2|2|2|2|2|2|2|2|
|GCA_002182945.1_ASM218294v1|79|26|2|2|2|29|4|5|
|GCA_002182955.1_ASM218295v1|2|2|2|2|2|2|2|2|
|GCA_002182965.1_ASM218296v1|2|2|2|2|2|2|2|2|
|GCA_002183005.1_ASM218300v1|250|50|3|6|1|3|4|4|
|GCA_002183025.1_ASM218302v1|2|2|2|2|2|2|2|2|
|GCA_002183035.1_ASM218303v1|2|2|2|2|2|2|2|2|
|GCA_002183045.1_ASM218304v1|250|50|3|6|1|3|4|4|
|GCA_002183085.1_ASM218308v1|2|2|2|2|2|2|2|2|
|GCA_002183105.1_ASM218310v1|250|50|3|6|1|3|4|4|
|GCA_002183115.1_ASM218311v1|2|2|2|2|2|2|2|2|
|GCA_002183125.1_ASM218312v1|250|50|3|6|1|3|4|4|
|GCA_002183165.1_ASM218316v1|2|2|2|2|2|2|2|2|
|GCA_002183185.1_ASM218318v1|2|2|2|2|2|2|2|2|
|GCA_002183195.1_ASM218319v1|2|2|2|2|2|2|2|2|
|GCA_002183215.1_ASM218321v1|2|2|2|2|2|2|2|2|
|GCA_002183245.1_ASM218324v1|2|2|2|2|2|2|2|2|
|GCA_002183265.1_ASM218326v1|2|2|2|2|2|2|2|2|
|GCA_002183275.1_ASM218327v1|2|2|2|2|2|2|2|2|
|GCA_002183285.1_ASM218328v1|2|2|2|2|2|2|2|2|
|GCA_002183325.1_ASM218332v1|2|2|2|2|2|2|2|2|
|GCA_002183345.1_ASM218334v1|2|2|2|2|2|2|2|2|
|GCA_002183355.1_ASM218335v1|2|2|2|2|2|2|2|2|
|GCA_002183365.1_ASM218336v1|2|2|2|2|2|2|2|2|
|GCA_002183405.1_ASM218340v1|2|2|2|2|2|2|2|2|
|GCA_002183425.1_ASM218342v1|250|50|3|6|1|3|4|4|
|GCA_002183435.1_ASM218343v1|2|2|2|2|2|2|2|2|
|GCA_002183445.1_ASM218344v1|2|2|2|2|2|2|2|2|
|GCA_002183485.1_ASM218348v1|2|2|2|2|2|2|2|2|
|GCA_002183505.1_ASM218350v1|79|26|2|2|2|29|4|5|
|GCA_002183515.1_ASM218351v1|3|3|3|2|2|3|1|3|
|GCA_002183545.1_ASM218354v1|2|2|2|2|2|2|2|2|
|GCA_002183555.1_ASM218355v1|2|2|2|2|2|2|2|2|
|GCA_002183585.1_ASM218358v1|2|2|2|2|2|2|2|2|
|GCA_002183595.1_ASM218359v1|2|2|2|2|2|2|2|2|
|GCA_002183625.1_ASM218362v1|2|2|2|2|2|2|2|2|
|GCA_002183635.1_ASM218363v1|2|2|2|2|2|2|2|2|
|GCA_002183665.1_ASM218366v1|2|2|2|2|2|2|2|2|
|GCA_002183675.1_ASM218367v1|48|3|14|2|2|15|4|5|
|GCA_002183705.1_ASM218370v1|2|2|2|2|2|2|2|2|
|GCA_002183725.1_ASM218372v1|2|2|2|2|2|2|2|2|
|GCA_002183735.1_ASM218373v1|2|2|2|2|2|2|2|2|
|GCA_002183765.1_ASM218376v1|2|2|2|2|2|2|2|2|
|GCA_002183785.1_ASM218378v1|2|2|2|2|2|2|2|2|
|GCA_002183805.1_ASM218380v1|2|2|2|2|2|2|2|2|
|GCA_002183815.1_ASM218381v1|2|2|2|2|2|2|2|2|
|GCA_002183845.1_ASM218384v1|2|2|2|2|2|2|2|2|
|GCA_002183855.1_ASM218385v1|2|2|2|2|2|2|2|2|
|GCA_002183875.1_ASM218387v1|2|2|2|2|2|2|2|2|
|GCA_002183905.1_ASM218390v1|2|2|2|2|2|2|2|2|
|GCA_002183925.1_ASM218392v1|10|1|3|2|1|4|4|4|
|GCA_002183945.1_ASM218394v1|2|2|2|2|2|2|2|2|
|GCA_002183955.1_ASM218395v1|2|2|2|2|2|2|2|2|
|GCA_002183975.1_ASM218397v1|2|2|2|2|2|2|2|2|
|GCA_002184005.1_ASM218400v1|2|2|2|2|2|2|2|2|
|GCA_002184025.1_ASM218402v1|2|2|2|2|2|2|2|2|
|GCA_002184035.1_ASM218403v1|2|2|2|2|2|2|2|2|
|GCA_002184055.1_ASM218405v1|2|2|2|2|2|2|2|2|
|GCA_002184085.1_ASM218408v1|2|2|2|2|2|2|2|2|
|GCA_002184105.1_ASM218410v1|2|2|2|2|2|2|2|2|
|GCA_002184265.1_ASM218426v1|2|2|2|2|2|2|2|2|
|GCA_002184275.1_ASM218427v1|79|26|2|2|2|29|4|5|
|GCA_002184285.1_ASM218428v1|2|2|2|2|2|2|2|2|
|GCA_002184325.1_ASM218432v1|406|1|1|1|2|65|1|5|
|GCA_002184335.1_ASM218433v1|406|1|1|1|2|65|1|5|
|GCA_002184365.1_ASM218436v1|79|26|2|2|2|29|4|5|
|GCA_002184385.1_ASM218438v1|2|2|2|2|2|2|2|2|
|GCA_002184565.1_ASM218456v1|2|2|2|2|2|2|2|2|
|GCA_002184605.1_ASM218460v1|2|2|2|2|2|2|2|2|
|GCA_002197745.1_ASM219774v1|622|3|12|11|2|14|4|14|
|GCA_002210065.1_ASM221006v1|1|1|1|1|1|5|1|1|
|GCA_002212105.1_ASM221210v1|-|2|2|2|2|250?|2|2|
|GCA_002212115.1_ASM221211v1|2|2|2|2|2|2|2|2|
|GCA_002212145.1_ASM221214v1|-|2|2|2|-|2|2|2|
|GCA_002212155.1_ASM221215v1|2|2|2|2|2|2|2|2|
|GCA_002212165.1_ASM221216v1|2|2|2|2|2|2|2|2|
|GCA_002212225.1_ASM221222v1|113|3|3|3|4|7|4|4|
|GCA_002212235.1_ASM221223v1|2|2|2|2|2|2|2|2|
|GCA_002212245.1_ASM221224v1|2|2|2|2|2|2|2|2|
|GCA_002212285.1_ASM221228v1|2|2|2|2|2|2|2|2|
|GCA_002212305.1_ASM221230v1|2|2|2|2|2|2|2|2|
|GCA_002212315.1_ASM221231v1|2|2|2|2|2|2|2|2|
|GCA_002212325.1_ASM221232v1|-|2|225?|2|2|2|2|2|
|GCA_002212365.1_ASM221236v1|2|2|2|2|2|2|2|2|
|GCA_002212385.1_ASM221238v1|2|2|2|2|2|2|2|2|
|GCA_002212405.1_ASM221240v1|2|2|2|2|2|2|2|2|
|GCA_002212445.1_ASM221244v1|2|2|2|2|2|2|2|2|
|GCA_002212465.1_ASM221246v1|2|2|2|2|2|2|2|2|
|GCA_002212485.1_ASM221248v1|2|2|2|2|2|2|2|2|
|GCA_002212525.1_ASM221252v1|2|2|2|2|2|2|2|2|
|GCA_002212535.1_ASM221253v1|2|2|2|2|2|2|2|2|
|GCA_002212565.1_ASM221256v1|2|2|2|2|2|2|2|2|
|GCA_002212605.1_ASM221260v1|2|2|2|2|2|2|2|2|
|GCA_002212625.1_ASM221262v1|2|2|2|2|2|2|2|2|
|GCA_002212635.1_ASM221263v1|2|2|2|2|2|2|2|2|
|GCA_002212645.1_ASM221264v1|-|222?|2|2|2|2|2|2|
|GCA_002212685.1_ASM221268v1|2|2|2|2|2|2|2|2|
|GCA_002212705.1_ASM221270v1|2|2|2|2|2|2|2|2|
|GCA_002212715.1_ASM221271v1|2|2|2|2|2|2|2|2|
|GCA_002237955.1_ASM223795v1|-|2|2|2|2|2|2,2|2|
|GCA_002238075.1_ASM223807v1|2|2|2|2|2|2|2|2|
|GCA_002239725.1_ASM223972v1|16|7|7|2|2|8|4|4|
|GCA_002239735.1_ASM223973v1|2|2|2|2|2|2|2|2|
|GCA_002239865.1_ASM223986v1|2|2|2|2|2|2|2|2|
|GCA_002239885.1_ASM223988v1|2|2|2|2|2|2|2|2|
|GCA_002241095.1_ASM224109v1|-|2|230?|2|2|2|2|2|
|GCA_002241105.1_ASM224110v1|2|2|2|2|2|2|2|2|
|GCA_002245595.1_ASM224559v1|1|1|1|1|1|5|1|1|
|GCA_002245665.1_ASM224566v1|1|1|1|1|1|5|1|1|
|GCA_002249135.1_ASM224913v1|2|2|2|2|2|2|2|2|
|GCA_002249185.1_ASM224918v1|2|2|2|2|2|2|2|2|
|GCA_002249225.1_ASM224922v1|2|2|2|2|2|2|2|2|
|GCA_002249245.1_ASM224924v1|2|2|2|2|2|2|2|2|
|GCA_002249255.1_ASM224925v1|2|2|2|2|2|2|2|2|
|GCA_002249265.1_ASM224926v1|2|2|2|2|2|2|2|2|
|GCA_002249305.1_ASM224930v1|2|2|2|2|2|2|2|2|
|GCA_002249325.1_ASM224932v1|2|2|2|2|2|2|2|2|
|GCA_002249335.1_ASM224933v1|2|2|2|2|2|2|2|2|
|GCA_002249365.1_ASM224936v1|215|27|2|7|2|2|1|2|
|GCA_002249385.1_ASM224938v1|2|2|2|2|2|2|2|2|
|GCA_002249405.1_ASM224940v1|2|2|2|2|2|2|2|2|
|GCA_002249425.1_ASM224942v1|2|2|2|2|2|2|2|2|
|GCA_002249435.1_ASM224943v1|215|27|2|7|2|2|1|2|
|GCA_002249465.1_ASM224946v1|2|2|2|2|2|2|2|2|
|GCA_002249475.1_ASM224947v1|571|2|2|2|2|104|2|4|
|GCA_002249505.1_ASM224950v1|2|2|2|2|2|2|2|2|
|GCA_002249525.1_ASM224952v1|2|2|2|2|2|2|2|2|
|GCA_002249545.1_ASM224954v1|2|2|2|2|2|2|2|2|
|GCA_002249585.1_ASM224958v1|2|2|2|2|2|2|2|2|
|GCA_002249605.1_ASM224960v1|2|2|2|2|2|2|2|2|
|GCA_002249655.1_ASM224965v1|2|2|2|2|2|2|2|2|
|GCA_002250465.1_ASM225046v1|730|26|6|2|2|29|4|5|
|GCA_002261505.1_ASM226150v1|2|2|2|2|2|2|2|2|
|GCA_002261535.1_ASM226153v1|307|3|3|2|4|7|2|30|
|GCA_002265555.1_ASM226555v1|49|3|3|6|2|3|1|5|
|GCA_002265675.1_ASM226567v1|2|2|2|2|2|2|2|2|
|GCA_002277145.1_ASM227714v1|2|2|2|2|2|2|2|2|
|GCA_002277175.1_ASM227717v1|2|2|2|2|2|2|2|2|
|GCA_002277185.1_ASM227718v1|2|2|2|2|2|2|2|2|
|GCA_002277215.1_ASM227721v1|2|2|2|2|2|2|2|2|
|GCA_002277225.1_ASM227722v1|2|2|2|2|2|2|2|2|
|GCA_002277235.1_ASM227723v1|2|2|2|2|2|2|2|2|
|GCA_002277275.1_ASM227727v1|2|2|2|2|2|2|2|2|
|GCA_002277285.1_ASM227728v1|2|2|2|2|2|2|2|2|
|GCA_002277315.1_ASM227731v1|2|2|2|2|2|2|2|2|
|GCA_002277325.1_ASM227732v1|2|2|2|2|2|2|2|2|
|GCA_002277355.1_ASM227735v1|2|2|2|2|2|2|2|2|
|GCA_002277365.1_ASM227736v1|2|2|2|2|2|2|2|2|
|GCA_002277385.1_ASM227738v1|2|2|2|2|2|2|2|2|
|GCA_002277405.1_ASM227740v1|2|2|2|2|2|2|2|2|
|GCA_002277435.1_ASM227743v1|2|2|2|2|2|2|2|2|
|GCA_002277445.1_ASM227744v1|2|2|2|2|2|2|2|2|
|GCA_002277485.1_ASM227748v1|2|2|2|2|2|2|2|2|
|GCA_002277505.1_ASM227750v1|2|2|2|2|2|2|2|2|
|GCA_002277515.1_ASM227751v1|2|2|2|2|2|2|2|2|
|GCA_002277535.1_ASM227753v1|2|2|2|2|2|2|2|2|
|GCA_002277585.1_ASM227758v1|2|2|2|2|2|2|2|2|
|GCA_002277605.1_ASM227760v1|2|2|2|2|2|2|2|2|
|GCA_002277635.1_ASM227763v1|2|2|2|2|2|2|2|2|
|GCA_002277655.1_ASM227765v1|2|2|2|2|2|2|2|2|
|GCA_002277675.1_ASM227767v1|2|2|2|2|2|2|2|2|
|GCA_002277705.1_ASM227770v1|2|2|2|2|2|2|2|2|
|GCA_002277715.1_ASM227771v1|2|2|2|2|2|2|2|2|
|GCA_002288625.1_ASM228862v1|1|1|1|1|1|5|1|1|
|GCA_002367895.1_ASM236789v1|294|40|3|2|2|4|35|4|
|GCA_002411775.1_ASM241177v1|164|40|3|7|2|40|4|4|
|GCA_002416325.1_ASM241632v1|3|3|3|2|2|3|1|3|
|GCA_002416345.1_ASM241634v1|20|3|1|1|1|5|1|1|
|GCA_002416365.1_ASM241636v1|3|3|3|2|2|3|1|3|
|GCA_002416375.1_ASM241637v1|20|3|1|1|1|5|1|1|
|GCA_002416395.1_ASM241639v1|2|2|2|2|2|2|2|2|
|GCA_002416425.1_ASM241642v1|2|2|2|2|2|2|2|2|
|GCA_002416435.1_ASM241643v1|2|2|2|2|2|2|2|2|
|GCA_002416475.1_ASM241647v1|20|3|1|1|1|5|1|1|
|GCA_002504145.1_ASM250414v1|138|3|3|7|26|7|1|4|
|GCA_002573725.1_ASM257372v1|923|12|100|2|2|9|1|4|
|GCA_002573735.1_ASM257373v1|927|1|3|2|2|2|4|29|
|GCA_002573795.1_ASM257379v1|23|1|3|10|1|4|4|4|
|GCA_002573805.1_ASM257380v1|25|3|3|2|4|7|2|4|
|GCA_002573815.1_ASM257381v1|821|12|100|2|2|9|1|52|
|GCA_002573825.1_ASM257382v1|240|3|3|2|5|7|2|51|
|GCA_002573875.1_ASM257387v1|1179|3|3|2|1|166|2|14|
|GCA_002573895.1_ASM257389v1|690|3|3|2|1|7|2|14|
|GCA_002573905.1_ASM257390v1|938|1|100|2|76|9|1|52|
|GCA_002573915.1_ASM257391v1|138|3|3|7|26|7|1|4|
|GCA_002634325.1_ASM263432v1|2|2|2|2|2|2|2|2|
|GCA_002634345.1_ASM263434v1|-|2|2|224?|2|2|2|2|
|GCA_002724085.1_ASM272408v1|-|1|1|1|1|107?|1|1|
|GCA_002727055.2_ASM272705v2|-|1|52|2|2|67|3|2|
|GCA_002741415.1_ASM274141v1|1|1|1|1|1|5|1|1|
|GCA_002753915.1_ASM275391v1|2|2|2|2|2|2|2|2|
|GCA_002760695.1_ASM276069v1|85|5|2|4|1|3|3|4|
|GCA_002760705.1_ASM276070v1|-|5|199?|4|1|-|3|4|
|GCA_002760715.1_ASM276071v1|85|5|2|4|1|3|3|4|
|GCA_002760725.1_ASM276072v1|-|222?|2|4|115?|-|3|4|
|GCA_002760765.1_ASM276076v1|-|5|2|4|1|217?|3|4|
|GCA_002760785.1_ASM276078v1|85|5|2|4|1|3|3|4|
|GCA_002760795.1_ASM276079v1|-|5|2|64?|115?|3|3|4|
|GCA_002760825.1_ASM276082v1|-|5|2|13?|115?|217?|3|4|
|GCA_002760835.1_ASM276083v1|85|5|2|4|1|3|3|4|
|GCA_002760845.1_ASM276084v1|-|5|230?|4|85?|3|3|4|
|GCA_002760895.1_ASM276089v1|-|5|199?|4|115?|217?|3|4|
|GCA_002761575.1_ASM276157v1|2|2|2|2|2|2|2|2|
|GCA_002762095.1_ASM276209v1|2|2|2|2|2|2|2|2|
|GCA_002762115.1_ASM276211v1|2|2|2|2|2|2|2|2|
|GCA_002762155.1_ASM276215v1|2|2|2|2|2|2|2|2|
|GCA_002762495.1_ASM276249v1|2|2|2|2|2|2|2|2|
|GCA_002762505.1_ASM276250v1|2|2|2|2|2|2|2|2|
|GCA_002762535.1_ASM276253v1|2|2|2|2|2|2|2|2|
|GCA_002803025.2_ASM280302v2|1|1|1|1|1|5|1|1|
|GCA_002803655.2_ASM280365v2|2|2|2|2|2|2|2|2|
|GCA_002811175.1_ASM281117v1|52|3|2|2|7|9|1|5|
|GCA_002837005.1_ASM283700v1|2|2|2|2|2|2|2|2|
|GCA_002837035.1_ASM283703v1|2|2|2|2|2|2|2|2|
|GCA_002837895.2_ASM283789v2|513|56|3|55|2|9|4|14|
|GCA_002837905.2_ASM283790v2|575|1|3|2|1|4|4|92|
|GCA_002837945.2_ASM283794v2|203|3|4|2|2|7|1|2|
|GCA_002837955.2_ASM283795v2|1|1|1|1|1|5|1|1|
|GCA_002837985.2_ASM283798v2|2|2|2|2|2|2|2|2|
|GCA_002838005.2_ASM283800v2|1|1|1|1|1|5|1|1|
|GCA_002838015.2_ASM283801v2|2|2|2|2|2|2|2|2|
|GCA_002838025.2_ASM283802v2|717|1|1|1|1|5|1|30|
|GCA_002843665.1_ASM284366v1|2|2|2|2|2|2|2|2|
|GCA_002863545.1_ASM286354v1|-|2|225?|2|2|2|2|2|
|GCA_002885855.1_ASM288585v1|286|3|2|2|2|28|1|29|
|GCA_002902885.1_ASM290288v1|1543|3|4|2|2|7|1|4|
|GCA_002922935.1_ASM292293v1|107|34|35|37|1|5|6|36|
|GCA_002927775.1_ASM292777v1|10|1|3|2|1|4|4|4|
|GCA_002927805.1_ASM292780v1|10|1|3|2|1|4|4|4|
|GCA_002927855.1_ASM292785v1|25|3|3|2|4|7|2|4|
|GCA_002927895.1_ASM292789v1|1|1|1|1|1|5|1|1|
|GCA_002927915.1_ASM292791v1|156|26|2|2|2|29|4|4|
|GCA_002927965.1_ASM292796v1|25|3|3|2|4|7|2|4|
|GCA_002927995.1_ASM292799v1|10|1|3|2|1|4|4|4|
|GCA_002928015.1_ASM292801v1|106|3|3|16|1|13|1|1|
|GCA_002928035.1_ASM292803v1|-|26|2|2|2|-|4|5|
|GCA_002928045.1_ASM292804v1|-|35|1|11|7|-|25|2|
|GCA_002928075.1_ASM292807v1|108|35|1|11|7|9|25|2|
|GCA_002928095.1_ASM292809v1|156|26|2|2|2|29|4|4|
|GCA_002928135.1_ASM292813v1|156|26|2|2|2|29|4|4|
|GCA_002928145.1_ASM292814v1|77|3|2|2|2|3|4|28|
|GCA_002928155.1_ASM292815v1|267|12|37|2|2|3|2|14|
|GCA_002928195.1_ASM292819v1|106|3|3|16|1|13|1|1|
|GCA_002947415.1_ASM294741v1|2|2|2|2|2|2|2|2|
|GCA_002947845.1_ASM294784v1|79|26|2|2|2|29|4|5|
|GCA_002948475.1_ASM294847v1|2|2|2|2|2|2|2|2|
|GCA_002948925.1_ASM294892v1|229|3|3|51|2|28|1|3|
|GCA_002950415.1_ASM295041v1|2|2|2|2|2|2|2|2|
|GCA_002950425.1_ASM295042v1|2|2|2|2|2|2|2|2|
|GCA_002950435.1_ASM295043v1|46|5|12|11|2|14|9|14|
|GCA_002950455.1_ASM295045v1|2|2|2|2|2|2|2|2|
|GCA_002950495.2_ASM295049v2|2|2|2|2|2|2|2|2|
|GCA_002950515.1_ASM295051v1|2|2|2|2|2|2|2|2|
|GCA_002950525.1_ASM295052v1|2|2|2|2|2|2|2|2|
|GCA_002950545.1_ASM295054v1|2|2|2|2|2|2|2|2|
|GCA_002950595.1_ASM295059v1|2|2|2|2|2|2|2|2|
|GCA_002950615.1_ASM295061v1|2|2|2|2|2|2|2|2|
|GCA_002950625.1_ASM295062v1|2|2|2|2|2|2|2|2|
|GCA_002950655.1_ASM295065v1|2|2|2|2|2|2|2|2|
|GCA_002950675.1_ASM295067v1|2|2|2|2|2|2|2|2|
|GCA_002950715.1_ASM295071v1|2|2|2|2|2|2|2|2|
|GCA_002950725.1_ASM295072v1|2|2|2|2|2|2|2|2|
|GCA_002950755.1_ASM295075v1|2|2|2|2|2|2|2|2|
|GCA_002950795.1_ASM295079v1|2|2|2|2|2|2|2|2|
|GCA_002950815.1_ASM295081v1|2|2|2|2|2|2|2|2|
|GCA_002950825.1_ASM295082v1|2|2|2|2|2|2|2|2|
|GCA_002950855.1_ASM295085v1|2|2|2|2|2|2|2|2|
|GCA_002950895.1_ASM295089v1|2|2|2|2|2|2|2|2|
|GCA_002950915.1_ASM295091v1|2|2|2|2|2|2|2|2|
|GCA_002950925.1_ASM295092v1|2|2|2|2|2|2|2|2|
|GCA_002950975.1_ASM295097v1|2|2|2|2|2|2|2|2|
|GCA_002950995.1_ASM295099v1|2|2|2|2|2|2|2|2|
|GCA_002951015.1_ASM295101v1|2|2|2|2|2|2|2|2|
|GCA_002951055.1_ASM295105v1|2|2|2|2|2|2|2|2|
|GCA_002951075.1_ASM295107v1|2|2|2|2|2|2|2|2|
|GCA_002951095.1_ASM295109v1|2|2|2|2|2|2|2|2|
|GCA_002951135.1_ASM295113v1|2|2|2|2|2|2|2|2|
|GCA_002951155.1_ASM295115v1|2|2|2|2|2|2|2|2|
|GCA_002951175.1_ASM295117v1|2|2|2|2|2|2|2|2|
|GCA_002951215.1_ASM295121v1|2|2|2|2|2|2|2|2|
|GCA_002951235.1_ASM295123v1|2|2|2|2|2|2|2|2|
|GCA_002951255.1_ASM295125v1|2|2|2|2|2|2|2|2|
|GCA_002951275.1_ASM295127v1|2|2|2|2|2|2|2|2|
|GCA_002951315.1_ASM295131v1|2|2|2|2|2|2|2|2|
|GCA_002951335.1_ASM295133v1|2|2|2|2|2|2|2|2|
|GCA_002951345.1_ASM295134v1|2|2|2|2|2|2|2|2|
|GCA_002951375.1_ASM295137v1|2|2|2|2|2|2|2|2|
|GCA_002951415.1_ASM295141v1|2|2|2|2|2|2|2|2|
|GCA_002951435.1_ASM295143v1|2|2|2|2|2|2|2|2|
|GCA_002992205.1_ASM299220v1|2|2|2|2|2|2|2|2|
|GCA_002992225.1_ASM299222v1|2|2|2|2|2|2|2|2|
|GCA_002992235.1_ASM299223v1|2|2|2|2|2|2|2|2|
|GCA_002992255.1_ASM299225v1|2|2|2|2|2|2|2|2|
|GCA_002992285.1_ASM299228v1|2|2|2|2|2|2|2|2|
|GCA_002992305.1_ASM299230v1|2|2|2|2|2|2|2|2|
|GCA_002992325.1_ASM299232v1|2|2|2|2|2|2|2|2|
|GCA_002992345.1_ASM299234v1|2|2|2|2|2|2|2|2|
|GCA_002992365.1_ASM299236v1|2|2|2|2|2|2|2|2|
|GCA_002992385.1_ASM299238v1|2|2|2|2|2|2|2|2|
|GCA_002992405.1_ASM299240v1|2|2|2|2|2|2|2|2|
|GCA_002992425.1_ASM299242v1|2|2|2|2|2|2|2|2|
|GCA_002992445.1_ASM299244v1|2|2|2|2|2|2|2|2|
|GCA_002992465.1_ASM299246v1|2|2|2|2|2|2|2|2|
|GCA_002992485.1_ASM299248v1|2|2|2|2|2|2|2|2|
|GCA_002992505.1_ASM299250v1|2|2|2|2|2|2|2|2|
|GCA_002992525.1_ASM299252v1|2|2|2|2|2|2|2|2|
|GCA_002992545.1_ASM299254v1|2|2|2|2|2|2|2|2|
|GCA_002992565.1_ASM299256v1|113|3|3|3|4|7|4|4|
|GCA_002992585.1_ASM299258v1|2|2|2|2|2|2|2|2|
|GCA_002992605.1_ASM299260v1|2|2|2|2|2|2|2|2|
|GCA_002992625.1_ASM299262v1|2|2|2|2|2|2|2|2|
|GCA_002992645.1_ASM299264v1|113|3|3|3|4|7|4|4|
|GCA_002992665.1_ASM299266v1|2|2|2|2|2|2|2|2|
|GCA_002992685.1_ASM299268v1|2|2|2|2|2|2|2|2|
|GCA_002992705.1_ASM299270v1|2|2|2|2|2|2|2|2|
|GCA_002992715.1_ASM299271v1|2|2|2|2|2|2|2|2|
|GCA_002992745.1_ASM299274v1|2|2|2|2|2|2|2|2|
|GCA_002992765.1_ASM299276v1|2|2|2|2|2|2|2|2|
|GCA_002992775.1_ASM299277v1|2|2|2|2|2|2|2|2|
|GCA_002992805.1_ASM299280v1|2|2|2|2|2|2|2|2|
|GCA_002992825.1_ASM299282v1|2|2|2|2|2|2|2|2|
|GCA_002992845.1_ASM299284v1|2|2|2|2|2|2|2|2|
|GCA_002992865.1_ASM299286v1|2|2|2|2|2|2|2|2|
|GCA_002992875.1_ASM299287v1|2|2|2|2|2|2|2|2|
|GCA_002992905.1_ASM299290v1|2|2|2|2|2|2|2|2|
|GCA_002996805.1_ASM299680v1|1|1|1|1|1|5|1|1|
|GCA_002999195.2_ASM299919v2|20|3|1|1|1|5|1|1|
|GCA_003006035.1_ASM300603v1|25|3|3|2|4|7|2|4|
|GCA_003006835.1_ASM300683v1|2|2|2|2|2|2|2|2|
|GCA_003006845.1_ASM300684v1|2|2|2|2|2|2|2|2|
|GCA_003006875.1_ASM300687v1|2|2|2|2|2|2|2|2|
|GCA_003006885.1_ASM300688v1|2|2|2|2|2|2|2|2|
|GCA_003006945.1_ASM300694v1|52|3|2|2|7|9|1|5|
|GCA_003006975.1_ASM300697v1|2|2|2|2|2|2|2|2|
|GCA_003006995.1_ASM300699v1|2|2|2|2|2|2|2|2|
|GCA_003007015.1_ASM300701v1|2|2|2|2|2|2|2|2|
|GCA_003007025.1_ASM300702v1|2|2|2|2|2|2|2|2|
|GCA_003007055.1_ASM300705v1|2|2|2|2|2|2|2|2|
|GCA_003007065.1_ASM300706v1|2|2|2|2|2|2|2|2|
|GCA_003007095.1_ASM300709v1|2|2|2|2|2|2|2|2|
|GCA_003007115.1_ASM300711v1|2|2|2|2|2|2|2|2|
|GCA_003007135.1_ASM300713v1|2|2|2|2|2|2|2|2|
|GCA_003007145.1_ASM300714v1|2|2|2|2|2|2|2|2|
|GCA_003007215.1_ASM300721v1|2|2|2|2|2|2|2|2|
|GCA_003007245.1_ASM300724v1|626|26|3|2|2|18|4|2|
|GCA_003007275.1_ASM300727v1|2|2|2|2|2|2|2|2|
|GCA_003007335.1_ASM300733v1|2|2|2|2|2|2|2|2|
